date,radiation,key,minutes,error,panel_size,correction_factor,conversion_factor,n_panels,total_volume
2018-01-01 00:00:00,0.0,4,90,3.9282511113268614,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-01 01:00:00,0.0,4,90,3.9802316865204963,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-01 02:00:00,0.0,4,90,3.9848468952838343,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-01 03:00:00,0.0,4,90,3.9953098140711063,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-01 04:00:00,0.0,4,90,3.8755239124628824,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-01 05:00:00,0.0,4,90,4.131868986738261,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-01 06:00:00,0.0,4,90,3.944109777685938,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-01 07:00:00,1.2687100447893924,4,90,4.059872143326055,937.2,3.6,2.7800000000000003e-07,80,0.0003718707131311874
2018-01-01 08:00:00,48.38057365893308,4,90,4.010824759289789,937.2,3.6,2.7800000000000003e-07,80,0.014180796078768312
2018-01-01 09:00:00,136.85386492580062,4,90,4.054929331134833,937.2,3.6,2.7800000000000003e-07,80,0.040113140550695967
2018-01-01 10:00:00,193.9956872525602,4,90,4.038947294783296,937.2,3.6,2.7800000000000003e-07,80,0.056861940093616836
2018-01-01 11:00:00,178.87449403906442,4,90,4.079817397897406,937.2,3.6,2.7800000000000003e-07,80,0.052429777735644334
2018-01-01 12:00:00,140.85949246126947,4,90,3.957422088464112,937.2,3.6,2.7800000000000003e-07,80,0.04128722723367797
2018-01-01 13:00:00,80.50856408951995,4,90,3.969605625369243,937.2,3.6,2.7800000000000003e-07,80,0.02359780886428433
2018-01-01 14:00:00,35.22979120766175,4,90,4.0262618523041995,937.2,3.6,2.7800000000000003e-07,80,0.010326179440023888
2018-01-01 15:00:00,3.545317853853048,4,90,3.912074873217157,937.2,3.6,2.7800000000000003e-07,80,0.0010391656344203694
2018-01-01 16:00:00,0.0,4,90,3.8467785351506674,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-01 17:00:00,0.0,4,90,3.9500702798528424,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-01 18:00:00,0.0,4,90,3.975495089083436,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-01 19:00:00,0.0,4,90,3.747292190342699,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-01 20:00:00,0.0,4,90,3.845723432803164,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-01 21:00:00,0.0,4,90,4.002968925191718,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-01 22:00:00,0.0,4,90,3.9537960472519518,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-01 23:00:00,0.0,4,90,3.9320093380474557,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-02 00:00:00,0.0,4,90,3.846256783573534,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-02 01:00:00,0.0,4,90,4.053210046237572,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-02 02:00:00,0.0,4,90,4.044345073658707,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-02 03:00:00,0.0,4,90,4.027377269220701,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-02 04:00:00,0.0,4,90,4.03237849994663,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-02 05:00:00,0.0,4,90,4.04861171683771,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-02 06:00:00,0.0,4,90,4.0108958886276165,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-02 07:00:00,0.8767377278518724,4,90,4.007943898751416,937.2,3.6,2.7800000000000003e-07,80,0.0002569799816942528
2018-01-02 08:00:00,32.10704194237923,4,90,3.9977639772612275,937.2,3.6,2.7800000000000003e-07,80,0.009410872588801416
2018-01-02 09:00:00,111.62007093436111,4,90,4.086776052516654,937.2,3.6,2.7800000000000003e-07,80,0.03271688085752092
2018-01-02 10:00:00,162.8759712039502,4,90,4.091076199785248,937.2,3.6,2.7800000000000003e-07,80,0.04774046190640999
2018-01-02 11:00:00,171.93246008890634,4,90,3.874534311862678,937.2,3.6,2.7800000000000003e-07,80,0.050395003023937276
2018-01-02 12:00:00,140.39071587202997,4,90,3.9511898926164988,937.2,3.6,2.7800000000000003e-07,80,0.04114982445574959
2018-01-02 13:00:00,78.10547101057264,4,90,3.999000115741319,937.2,3.6,2.7800000000000003e-07,80,0.02289343993407924
2018-01-02 14:00:00,37.20623981736718,4,90,4.13402664637413,937.2,3.6,2.7800000000000003e-07,80,0.010905494908500618
2018-01-02 15:00:00,5.857109951739588,4,90,4.074511270775364,937.2,3.6,2.7800000000000003e-07,80,0.0017167733979774238
2018-01-02 16:00:00,0.0,4,90,4.226509308521331,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-02 17:00:00,0.0,4,90,3.9937701080598202,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-02 18:00:00,0.0,4,90,4.090430316146376,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-02 19:00:00,0.0,4,90,3.821938255758967,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-02 20:00:00,0.0,4,90,4.100613454114596,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-02 21:00:00,0.0,4,90,3.886851257016398,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-02 22:00:00,0.0,4,90,3.8990759504147765,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-02 23:00:00,0.0,4,90,4.039846380131976,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-03 00:00:00,0.0,4,90,3.964851177964436,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-03 01:00:00,0.0,4,90,3.8685246654988843,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-03 02:00:00,0.0,4,90,4.017267703760372,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-03 03:00:00,0.0,4,90,3.8735435100753532,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-03 04:00:00,0.0,4,90,3.923927628434704,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-03 05:00:00,0.0,4,90,3.9939930438825497,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-03 06:00:00,0.0,4,90,3.9924050848608257,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-03 07:00:00,1.1264905100688352,4,90,4.0052995913558584,937.2,3.6,2.7800000000000003e-07,80,0.0003301848448629193
2018-01-03 08:00:00,30.709154713904674,4,90,3.9465580355218863,937.2,3.6,2.7800000000000003e-07,80,0.009001138841784299
2018-01-03 09:00:00,49.07526806273081,4,90,4.078983319499703,937.2,3.6,2.7800000000000003e-07,80,0.01438441746917938
2018-01-03 10:00:00,44.21016853994395,4,90,3.940739257042358,937.2,3.6,2.7800000000000003e-07,80,0.012958411553624993
2018-01-03 11:00:00,57.35311616762922,4,90,3.855671675134737,937.2,3.6,2.7800000000000003e-07,80,0.01681073173271248
2018-01-03 12:00:00,64.59203297904585,4,90,3.9445516323081433,937.2,3.6,2.7800000000000003e-07,80,0.018932525572065043
2018-01-03 13:00:00,62.474997216376735,4,90,4.006412647142396,937.2,3.6,2.7800000000000003e-07,80,0.01831200270159413
2018-01-03 14:00:00,37.370072691972965,4,90,4.067490905248758,937.2,3.6,2.7800000000000003e-07,80,0.010953515847693312
2018-01-03 15:00:00,7.2966954685227154,4,90,3.957529745639439,937.2,3.6,2.7800000000000003e-07,80,0.0021387293010918652
2018-01-03 16:00:00,0.0,4,90,4.207775255967499,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-03 17:00:00,0.0,4,90,4.168458672400022,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-03 18:00:00,0.0,4,90,4.095476016945735,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-03 19:00:00,0.0,4,90,4.073427928037119,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-03 20:00:00,0.0,4,90,3.835969537987846,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-03 21:00:00,0.0,4,90,4.066764270303061,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-03 22:00:00,0.0,4,90,4.1057743948998,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-03 23:00:00,0.0,4,90,4.0327239772532195,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-04 00:00:00,0.0,4,90,4.084892537328628,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-04 01:00:00,0.0,4,90,4.112553674207689,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-04 02:00:00,0.0,4,90,4.068493560780557,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-04 03:00:00,0.0,4,90,3.898133435982714,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-04 04:00:00,0.0,4,90,4.049328118971177,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-04 05:00:00,0.0,4,90,3.9020318687447366,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-04 06:00:00,0.0,4,90,3.872318186701382,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-04 07:00:00,0.4908456660374013,4,90,3.9267653282992105,937.2,3.6,2.7800000000000003e-07,80,0.00014387142958025646
2018-01-04 08:00:00,14.723816694866022,4,90,4.097062036832285,937.2,3.6,2.7800000000000003e-07,80,0.004315687604760493
2018-01-04 09:00:00,46.38154936645567,4,90,3.989810698189736,937.2,3.6,2.7800000000000003e-07,80,0.013594863467717266
2018-01-04 10:00:00,83.43412661155499,4,90,4.16519820837716,937.2,3.6,2.7800000000000003e-07,80,0.024455318447224258
2018-01-04 11:00:00,98.05306020617964,4,90,4.022689649484293,937.2,3.6,2.7800000000000003e-07,80,0.028740263839891166
2018-01-04 12:00:00,87.05052708725316,4,90,4.078502001159739,937.2,3.6,2.7800000000000003e-07,80,0.025515319059175815
2018-01-04 13:00:00,61.25896083184218,4,90,4.153149886904555,937.2,3.6,2.7800000000000003e-07,80,0.01795557112814868
2018-01-04 14:00:00,31.519072401178644,4,90,4.185105049119156,937.2,3.6,2.7800000000000003e-07,80,0.00923853324815879
2018-01-04 15:00:00,7.9657271723333425,4,90,4.046083643089952,937.2,3.6,2.7800000000000003e-07,80,0.002334828715473605
2018-01-04 16:00:00,0.0,4,90,4.045862610761883,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-04 17:00:00,0.0,4,90,3.885097776022666,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-04 18:00:00,0.0,4,90,4.0868860730223115,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-04 19:00:00,0.0,4,90,4.087886476211786,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-04 20:00:00,0.0,4,90,4.001602587371883,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-04 21:00:00,0.0,4,90,4.000424791207107,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-04 22:00:00,0.0,4,90,3.8864869158065325,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-04 23:00:00,0.0,4,90,4.0771243515546765,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-05 00:00:00,0.0,4,90,4.095644477631908,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-05 01:00:00,0.0,4,90,3.977503214222245,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-05 02:00:00,0.0,4,90,3.8827505518603096,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-05 03:00:00,0.0,4,90,3.8457301265100075,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-05 04:00:00,0.0,4,90,3.905823902908346,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-05 05:00:00,0.0,4,90,4.030031143449809,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-05 06:00:00,0.0,4,90,4.114025256205979,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-05 07:00:00,0.5017396959674658,4,90,4.0139175677397265,937.2,3.6,2.7800000000000003e-07,80,0.0001470645710672367
2018-01-05 08:00:00,26.823370430682793,4,90,3.9923155989853463,937.2,3.6,2.7800000000000003e-07,80,0.007862179330578131
2018-01-05 09:00:00,78.6910396830003,4,90,4.094493121717089,937.2,3.6,2.7800000000000003e-07,80,0.02306507555775644
2018-01-05 10:00:00,114.04971959284445,4,90,3.954053116978356,937.2,3.6,2.7800000000000003e-07,80,0.033429033475054916
2018-01-05 11:00:00,121.96314314834419,4,90,3.8262946870068766,937.2,3.6,2.7800000000000003e-07,80,0.03574853151401096
2018-01-05 12:00:00,121.61559699132685,4,90,4.070814962052782,937.2,3.6,2.7800000000000003e-07,80,0.035646662503209914
2018-01-05 13:00:00,78.29820858156022,4,90,4.094023978120795,937.2,3.6,2.7800000000000003e-07,80,0.022949933108595104
2018-01-05 14:00:00,34.49166713074268,4,90,3.8863850288160764,937.2,3.6,2.7800000000000003e-07,80,0.010109828408524996
2018-01-05 15:00:00,10.87712680515491,4,90,4.047302997266943,937.2,3.6,2.7800000000000003e-07,80,0.0031881870238701917
2018-01-05 16:00:00,0.0,4,90,3.950802383730192,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-05 17:00:00,0.0,4,90,4.035186751486476,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-05 18:00:00,0.0,4,90,3.9516019513885996,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-05 19:00:00,0.0,4,90,4.057750749995575,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-05 20:00:00,0.0,4,90,4.265782905620078,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-05 21:00:00,0.0,4,90,3.983640696414758,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-05 22:00:00,0.0,4,90,3.8194534789456656,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-05 23:00:00,0.0,4,90,3.932393534473568,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-06 00:00:00,0.0,4,90,3.9849763166402936,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-06 01:00:00,0.0,4,90,4.0665070193319295,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-06 02:00:00,0.0,4,90,3.940826524202633,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-06 03:00:00,0.0,4,90,3.980952257073034,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-06 04:00:00,0.0,4,90,3.9504980724584753,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-06 05:00:00,0.0,4,90,3.917378074904514,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-06 06:00:00,0.0,4,90,3.915547775722407,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-06 07:00:00,0.7576182212481947,4,90,4.040630513323705,937.2,3.6,2.7800000000000003e-07,80,0.00022206494649730345
2018-01-06 08:00:00,31.62714770976176,4,90,3.922747002761149,937.2,3.6,2.7800000000000003e-07,80,0.009270211126204872
2018-01-06 09:00:00,82.7550902796544,4,90,3.994212502185431,937.2,3.6,2.7800000000000003e-07,80,0.0242562865833063
2018-01-06 10:00:00,123.67031993199464,4,90,3.8534082159920438,937.2,3.6,2.7800000000000003e-07,80,0.036248920906042995
2018-01-06 11:00:00,146.97845347673336,4,90,4.019923513893562,937.2,3.6,2.7800000000000003e-07,80,0.04308075161364788
2018-01-06 12:00:00,140.18406021241947,4,90,4.044986408293438,937.2,3.6,2.7800000000000003e-07,80,0.04108925176002012
2018-01-06 13:00:00,103.62116968305442,4,90,4.009525308171392,937.2,3.6,2.7800000000000003e-07,80,0.030372328510981303
2018-01-06 14:00:00,55.12250125254938,4,90,3.954977668344349,937.2,3.6,2.7800000000000003e-07,80,0.016156917756383865
2018-01-06 15:00:00,9.60600704985092,4,90,3.99210682591207,937.2,3.6,2.7800000000000003e-07,80,0.002815610002176868
2018-01-06 16:00:00,0.0,4,90,3.936962108870608,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-06 17:00:00,0.0,4,90,4.239759469221945,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-06 18:00:00,0.0,4,90,4.066263176718498,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-06 19:00:00,0.0,4,90,3.920046977410558,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-06 20:00:00,0.0,4,90,4.024397772964026,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-06 21:00:00,0.0,4,90,3.823056054041809,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-06 22:00:00,0.0,4,90,4.0509217709345,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-06 23:00:00,0.0,4,90,4.0335798238983065,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-07 00:00:00,0.0,4,90,4.010840324350897,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-07 01:00:00,0.0,4,90,3.9336799343431466,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-07 02:00:00,0.0,4,90,4.075879996659848,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-07 03:00:00,0.0,4,90,3.998864525121045,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-07 04:00:00,0.0,4,90,3.8200685726086654,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-07 05:00:00,0.0,4,90,3.9322787844612552,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-07 06:00:00,0.0,4,90,3.947025128344679,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-07 07:00:00,0.7577713687004262,4,90,4.041447299735605,937.2,3.6,2.7800000000000003e-07,80,0.00022210983543982375
2018-01-07 08:00:00,43.747145752342455,4,90,3.8671510057319294,937.2,3.6,2.7800000000000003e-07,80,0.01282269526846707
2018-01-07 09:00:00,156.61509081050616,4,90,3.946207012548187,937.2,3.6,2.7800000000000003e-07,80,0.045905339636903894
2018-01-07 10:00:00,248.1075466823754,4,90,3.9168433615372535,937.2,3.6,2.7800000000000003e-07,80,0.07272262933278838
2018-01-07 11:00:00,340.30673040556997,4,90,4.2241331935524595,937.2,3.6,2.7800000000000003e-07,80,0.09974706753446534
2018-01-07 12:00:00,316.319534532777,4,90,3.999298737672408,937.2,3.6,2.7800000000000003e-07,80,0.0927161973432281
2018-01-07 13:00:00,244.87756145613338,4,90,3.9536235956590655,937.2,3.6,2.7800000000000003e-07,80,0.07177589062411424
2018-01-07 14:00:00,135.4111497590796,4,90,4.008470668168869,937.2,3.6,2.7800000000000003e-07,80,0.03969026731807899
2018-01-07 15:00:00,21.876069502316998,4,90,3.910805721084603,937.2,3.6,2.7800000000000003e-07,80,0.0064120794185754835
2018-01-07 16:00:00,0.0,4,90,3.92567601878218,937.2,3.6,2.7800000000000003e-07,80,0.0
2018-01-07 17:00:00,0.0,4,90,3.977724295016482,937.2,3.6,2.7800000000000003e-07,80,0.0
